active$ctlevel_id$ctunitTitle$ctunitId$id
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126M2017N6$5799
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126M2017N7$5800
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126M2017N8$5801
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126M2017N9$5802
1$14$Servicio Social  (  Ip La Araucana )$I126S10C10J1V1$5803
1$14$Servicio Social  (  Ip La Araucana )$I126S10C10J2V1$5804
1$10$Asistente De Educacion Diferencial  (  Ip La Araucana )$I126S10C129J2V1$5805
1$14$Alimentacion Y Nutricion  (  Ip La Araucana )$I126S10C139J1V1$5806
1$14$Alimentacion Y Nutricion  (  Ip La Araucana )$I126S10C139J2V1$5807
1$12$Contador Auditor  (  Ip La Araucana )$I126S10C1J2V1$5808
1$12$Contador Auditor  (  Ip La Araucana )$I126S10C1J2V2$5809
1$14$Tecnico Psicosocial  (  Ip La Araucana )$I126S10C225J1V1$5810
1$14$Tecnico Psicosocial  (  Ip La Araucana )$I126S10C225J2V1$5811
1$12$Administracion Logistica  (  Ip La Araucana )$I126S10C229J2V1$5812
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S10C23J1V1$5813
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S10C23J2V1$5814
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S10C24J1V1$5815
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S10C24J2V1$5816
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S10C24J3V1$5817
1$14$Tecnico En Farmacia  (  Ip La Araucana )$I126S10C262J1V1$5818
1$10$Tecnico En Educacion Especial  (  Ip La Araucana )$I126S10C285J2V1$5819
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S10C286J1V1$5820
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S10C286J2V1$5821
1$12$Comercio Internacional  (  Ip La Araucana )$I126S10C298J2V1$5822
1$12$Ingenieria En Logistica  (  Ip La Araucana )$I126S10C299J2V1$5823
1$10$Psicopedagogia  (  Ip La Araucana )$I126S10C29J1V1$5824
1$10$Psicopedagogia  (  Ip La Araucana )$I126S10C29J2V1$5825
1$12$Comercio Exterior  (  Ip La Araucana )$I126S10C33J1V1$5826
1$12$Comercio Exterior  (  Ip La Araucana )$I126S10C33J2V1$5827
1$12$Ingenieria En Gestion De Empresas  (  Ip La Araucana )$I126S10C38J2V1$5828
1$12$Ingenieria En Gestion De Empresas  (  Ip La Araucana )$I126S10C38J2V2$5829
1$9$Ingenieria En Prevencion De Riesgos  (  Ip La Araucana )$I126S10C46J2V1$5830
1$9$Ingenieria En Prevencion De Riesgos  (  Ip La Araucana )$I126S10C46J2V2$5831
1$11$Computacion E Informatica  (  Ip La Araucana )$I126S10C54J1V1$5832
1$11$Computacion E Informatica  (  Ip La Araucana )$I126S10C54J2V1$5833
1$9$Prevencion De Riesgos  (  Ip La Araucana )$I126S10C55J1V1$5834
1$9$Prevencion De Riesgos  (  Ip La Araucana )$I126S10C55J2V1$5835
1$12$Ingenieria En Comercio Internacional  (  Ip La Araucana )$I126S10C62J2V1$5836
1$12$Ingenieria En Comercio Internacional  (  Ip La Araucana )$I126S10C62J2V2$5837
1$13$Tecnico En Construccion  (  Ip La Araucana )$I126S10C80J1V1$5838
1$13$Tecnico En Construccion  (  Ip La Araucana )$I126S10C80J2V1$5839
1$12$Contabilidad General  (  Ip La Araucana )$I126S10C8J2V1$5840
1$14$Servicio Social  (  Ip La Araucana )$I126S11C10J1V1$5841
1$14$Servicio Social  (  Ip La Araucana )$I126S11C10J2V1$5842
1$10$Asistente De Educacion Diferencial  (  Ip La Araucana )$I126S11C129J1V1$5843
1$9$Preparacion Fisica  (  Ip La Araucana )$I126S11C193J1V1$5844
1$12$Contador Auditor  (  Ip La Araucana )$I126S11C1J2V1$5845
1$12$Administracion Logistica  (  Ip La Araucana )$I126S11C229J2V1$5846
1$13$Tecnico En Agroindustria  (  Ip La Araucana )$I126S11C239J1V1$5847
1$13$Tecnico En Agroindustria  (  Ip La Araucana )$I126S11C239J2V1$5848
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S11C23J2V1$5849
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S11C24J1V1$5850
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S11C24J2V1$5851
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S11C24J3V1$5852
1$10$Tecnico En Educacion Especial  (  Ip La Araucana )$I126S11C285J1V1$5853
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S11C286J1V1$5854
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S11C286J2V1$5855
1$10$Psicopedagogia  (  Ip La Araucana )$I126S11C29J1V1$5856
1$10$Psicopedagogia  (  Ip La Araucana )$I126S11C29J2V1$5857
1$12$Ingenieria En Gestion De Empresas  (  Ip La Araucana )$I126S11C38J2V1$5858
1$12$Administracion De Sistemas Logisticos  (  Ip La Araucana )$I126S11C43J2V1$5859
1$9$Ingenieria En Prevencion De Riesgos  (  Ip La Araucana )$I126S11C46J2V1$5860
1$9$Ingenieria En Prevencion De Riesgos  (  Ip La Araucana )$I126S11C46J2V2$5861
1$11$Computacion E Informatica  (  Ip La Araucana )$I126S11C54J1V1$5862
1$9$Tecnico En Prevencion De Riesgos  (  Ip La Araucana )$I126S11C55J1V1$5863
1$9$Prevencion De Riesgos  (  Ip La Araucana )$I126S11C55J2V1$5864
1$13$Ingenieria Industrial  (  Ip La Araucana )$I126S11C59J2V1$5865
1$13$Ingenieria Industrial  (  Ip La Araucana )$I126S11C59J2V2$5866
1$12$Contabilidad General  (  Ip La Araucana )$I126S11C8J2V1$5867
1$14$Servicio Social  (  Ip La Araucana )$I126S12C10J1V1$5868
1$14$Servicio Social  (  Ip La Araucana )$I126S12C10J2V1$5869
1$10$Asistente De Educacion Diferencial  (  Ip La Araucana )$I126S12C129J1V1$5870
1$14$Tecnico En Enfermeria  (  Ip La Araucana )$I126S12C131J1V1$5871
1$14$Tecnico En Enfermeria  (  Ip La Araucana )$I126S12C131J2V1$5872
1$9$Preparacion Fisica  (  Ip La Araucana )$I126S12C193J1V1$5873
1$9$Preparacion Fisica  (  Ip La Araucana )$I126S12C193J2V1$5874
1$12$Administracion Logistica  (  Ip La Araucana )$I126S12C229J2V1$5875
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S12C23J1V1$5876
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S12C23J2V1$5877
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S12C24J1V1$5878
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S12C24J2V1$5879
1$10$Tecnico En Educacion Especial  (  Ip La Araucana )$I126S12C285J1V1$5880
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S12C286J1V1$5881
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S12C286J2V1$5882
1$10$Psicopedagogia  (  Ip La Araucana )$I126S12C29J1V1$5883
1$10$Psicopedagogia  (  Ip La Araucana )$I126S12C29J2V1$5884
1$12$Ingenieria En Gestion De Empresas  (  Ip La Araucana )$I126S12C38J2V1$5885
1$12$Ingenieria En Gestion De Empresas  (  Ip La Araucana )$I126S12C38J2V2$5886
1$12$Administracion De Sistemas Logisticos  (  Ip La Araucana )$I126S12C43J2V1$5887
1$12$Ingenieria En Gestion De Recursos Humanos  (  Ip La Araucana )$I126S12C45J1V1$5888
1$9$Ingenieria En Prevencion De Riesgos  (  Ip La Araucana )$I126S12C46J2V1$5889
1$9$Ingenieria En Prevencion De Riesgos  (  Ip La Araucana )$I126S12C46J2V2$5890
1$11$Ingenieria En Computacion E Informatica  (  Ip La Araucana )$I126S12C47J1V1$5891
1$11$Ingenieria En Computacion E Informatica  (  Ip La Araucana )$I126S12C47J2V1$5892
1$12$Tecnico Juridico  (  Ip La Araucana )$I126S12C53J1V1$5893
1$12$Tecnico Juridico  (  Ip La Araucana )$I126S12C53J2V1$5894
1$11$Computacion E Informatica  (  Ip La Araucana )$I126S12C54J1V1$5895
1$11$Computacion E Informatica  (  Ip La Araucana )$I126S12C54J2V1$5896
1$9$Prevencion De Riesgos  (  Ip La Araucana )$I126S12C55J1V1$5897
1$9$Prevencion De Riesgos  (  Ip La Araucana )$I126S12C55J2V1$5898
1$13$Ingenieria Industrial  (  Ip La Araucana )$I126S12C59J2V1$5899
1$13$Ingenieria Industrial  (  Ip La Araucana )$I126S12C59J2V2$5900
1$12$Contabilidad General  (  Ip La Araucana )$I126S12C8J2V1$5901
1$14$Servicio Social  (  Ip La Araucana )$I126S13C10J2V1$5902
1$10$Asistente De Educacion Diferencial  (  Ip La Araucana )$I126S13C129J1V1$5903
1$9$Preparacion Fisica  (  Ip La Araucana )$I126S13C193J1V1$5904
1$12$Contador Auditor  (  Ip La Araucana )$I126S13C1J2V2$5905
1$12$Administracion Logistica  (  Ip La Araucana )$I126S13C229J1V1$5906
1$12$Administracion Logistica  (  Ip La Araucana )$I126S13C229J2V1$5907
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S13C23J1V1$5908
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S13C23J2V1$5909
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S13C24J1V1$5910
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S13C24J2V1$5911
1$10$Tecnico En Educacion Especial  (  Ip La Araucana )$I126S13C285J1V1$5912
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S13C286J1V1$5913
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S13C286J2V1$5914
1$14$Tecnico En Servicio Social  (  Ip La Araucana )$I126S13C287J2V1$5915
1$12$Ingenieria En Logistica  (  Ip La Araucana )$I126S13C299J2V1$5916
1$10$Psicopedagogia  (  Ip La Araucana )$I126S13C29J1V1$5917
1$10$Psicopedagogia  (  Ip La Araucana )$I126S13C29J2V1$5918
1$11$Computacion E Informatica  (  Ip La Araucana )$I126S13C54J1V1$5919
1$11$Computacion E Informatica  (  Ip La Araucana )$I126S13C54J2V1$5920
1$9$Prevencion De Riesgos  (  Ip La Araucana )$I126S13C55J1V1$5921
1$9$Prevencion De Riesgos  (  Ip La Araucana )$I126S13C55J2V1$5922
1$13$Ingenieria Industrial  (  Ip La Araucana )$I126S13C59J2V1$5923
1$13$Ingenieria Industrial  (  Ip La Araucana )$I126S13C59J2V2$5924
1$12$Contabilidad General  (  Ip La Araucana )$I126S13C8J1V1$5925
1$12$Contabilidad General  (  Ip La Araucana )$I126S13C8J2V1$5926
1$14$Tecnico En Enfermeria  (  Ip La Araucana )$I126S14C131J2V1$5927
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S14C24J2V1$5928
1$9$Prevencion De Riesgos  (  Ip La Araucana )$I126S14C55J2V1$5929
1$10$Asistente De Educacion Diferencial  (  Ip La Araucana )$I126S15C129J1V1$5930
1$10$Asistente De Educacion Diferencial  (  Ip La Araucana )$I126S15C129J2V1$5931
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S15C23J2V1$5932
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S15C24J1V1$5933
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S15C24J2V1$5934
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S15C24J3V1$5935
1$10$Tecnico En Educacion Especial  (  Ip La Araucana )$I126S15C285J1V1$5936
1$10$Tecnico En Educacion Especial  (  Ip La Araucana )$I126S15C285J2V1$5937
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S15C286J1V1$5938
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S15C286J2V1$5939
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S15C286J3V1$5940
1$10$Psicopedagogia  (  Ip La Araucana )$I126S15C29J1V1$5941
1$10$Psicopedagogia  (  Ip La Araucana )$I126S15C29J2V1$5942
1$12$Administracion De Recursos Humanos  (  Ip La Araucana )$I126S15C300J3V1$5943
1$12$Ingenieria En Gestion De Empresas  (  Ip La Araucana )$I126S15C38J2V1$5944
1$12$Ingenieria En Gestion De Recursos Humanos  (  Ip La Araucana )$I126S15C45J2V1$5945
1$12$Ingenieria En Gestion De Recursos Humanos  (  Ip La Araucana )$I126S15C45J2V2$5946
1$9$Prevencion De Riesgos  (  Ip La Araucana )$I126S15C55J2V1$5947
1$13$Operaciones Mineras  (  Ip La Araucana )$I126S16C224J1V1$5948
1$13$Operaciones Mineras  (  Ip La Araucana )$I126S16C224J2V1$5949
1$12$Administracion Logistica  (  Ip La Araucana )$I126S16C229J2V1$5950
1$9$Hoteleria Y Turismo  (  Ip La Araucana )$I126S16C235J1V1$5951
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S16C23J1V1$5952
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S16C23J2V1$5953
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S16C23J3V1$5954
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S16C24J1V1$5955
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S16C24J2V1$5956
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S16C24J3V1$5957
1$14$Nutricion Y Dietetica  (  Ip La Araucana )$I126S16C260J1V1$5958
1$14$Nutricion Y Dietetica  (  Ip La Araucana )$I126S16C260J2V1$5959
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S16C286J1V1$5960
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S16C286J2V1$5961
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S16C286J3V1$5962
1$10$Psicopedagogia  (  Ip La Araucana )$I126S16C29J1V1$5963
1$10$Psicopedagogia  (  Ip La Araucana )$I126S16C29J2V1$5964
1$12$Ingenieria En Gestion De Recursos Humanos  (  Ip La Araucana )$I126S16C45J2V1$5965
1$11$Computacion E Informatica  (  Ip La Araucana )$I126S16C54J1V1$5966
1$11$Computacion E Informatica  (  Ip La Araucana )$I126S16C54J2V1$5967
1$9$Prevencion De Riesgos  (  Ip La Araucana )$I126S16C55J1V1$5968
1$9$Prevencion De Riesgos  (  Ip La Araucana )$I126S16C55J2V1$5969
1$12$Contabilidad General  (  Ip La Araucana )$I126S16C8J2V1$5970
1$14$Servicio Social  (  Ip La Araucana )$I126S17C10J1V1$5971
1$14$Servicio Social  (  Ip La Araucana )$I126S17C10J2V1$5972
1$14$Tecnico En Enfermeria  (  Ip La Araucana )$I126S17C131J1V1$5973
1$14$Tecnico En Enfermeria  (  Ip La Araucana )$I126S17C131J2V1$5974
1$14$Tecnico En Enfermeria  (  Ip La Araucana )$I126S17C131J2V2$5975
1$12$Contador Auditor  (  Ip La Araucana )$I126S17C1J2V2$5976
1$14$Tecnico Psicosocial  (  Ip La Araucana )$I126S17C225J1V1$5977
1$14$Tecnico Psicosocial  (  Ip La Araucana )$I126S17C225J2V1$5978
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S17C23J2V1$5979
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S17C23J3V1$5980
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S17C24J1V1$5981
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S17C24J2V1$5982
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S17C24J3V1$5983
1$10$Tecnico En Educacion Especial  (  Ip La Araucana )$I126S17C285J1V1$5984
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S17C286J1V1$5985
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S17C286J2V1$5986
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S17C286J3V1$5987
1$14$Tecnico En Servicio Social  (  Ip La Araucana )$I126S17C287J1V1$5988
1$14$Tecnico En Servicio Social  (  Ip La Araucana )$I126S17C287J2V1$5989
1$10$Psicopedagogia  (  Ip La Araucana )$I126S17C29J1V1$5990
1$10$Psicopedagogia  (  Ip La Araucana )$I126S17C29J2V1$5991
1$12$Ingenieria En Gestion De Empresas  (  Ip La Araucana )$I126S17C38J2V1$5992
1$9$Prevencion De Riesgos  (  Ip La Araucana )$I126S17C55J1V1$5993
1$9$Prevencion De Riesgos  (  Ip La Araucana )$I126S17C55J2V1$5994
1$12$Contabilidad General  (  Ip La Araucana )$I126S17C8J1V1$5995
1$12$Contabilidad General  (  Ip La Araucana )$I126S17C8J2V1$5996
1$12$Contabilidad General  (  Ip La Araucana )$I126S17C8J3V1$5997
1$12$Gestion De Servicio Publico  (  Ip La Araucana )$I126S1C100J4V1$5998
1$14$Servicio Social  (  Ip La Araucana )$I126S1C10J1V1$5999
1$14$Servicio Social  (  Ip La Araucana )$I126S1C10J1V2$6000
1$14$Servicio Social  (  Ip La Araucana )$I126S1C10J2V1$6001
1$9$Tecnico En Medio Ambiente  (  Ip La Araucana )$I126S1C113J1V1$6002
1$12$Gestion De Documentacion Y Bibliotecologia  (  Ip La Araucana )$I126S1C118J1V1$6003
1$12$Gestion De Documentacion Y Bibliotecologia  (  Ip La Araucana )$I126S1C118J2V1$6004
1$12$Gestion De Sistemas De Calidad Industrial  (  Ip La Araucana )$I126S1C119J2V1$6005
1$10$Asistente De Educacion Diferencial  (  Ip La Araucana )$I126S1C129J1V1$6006
1$10$Asistente De Educacion Diferencial  (  Ip La Araucana )$I126S1C129J2V1$6007
1$14$Alimentacion Y Nutricion  (  Ip La Araucana )$I126S1C139J1V1$6008
1$14$Alimentacion Y Nutricion  (  Ip La Araucana )$I126S1C139J2V1$6009
1$15$Produccion De Sistemas Multimedia E Internet  (  Ip La Araucana )$I126S1C13J2V1$6010
1$11$Administracion Y Soporte De Redes  (  Ip La Araucana )$I126S1C17J1V1$6011
1$11$Administracion Y Soporte De Redes  (  Ip La Araucana )$I126S1C17J2V1$6012
1$9$Preparacion Fisica  (  Ip La Araucana )$I126S1C193J1V1$6013
1$12$Contador Auditor  (  Ip La Araucana )$I126S1C1J1V1$6014
1$12$Contador Auditor  (  Ip La Araucana )$I126S1C1J2V1$6015
1$12$Contador Auditor  (  Ip La Araucana )$I126S1C1J2V2$6016
1$12$Administracion De Personal  (  Ip La Araucana )$I126S1C204J4V1$6017
1$12$Administracion Financiera  (  Ip La Araucana )$I126S1C221J4V1$6018
1$12$Ingenieria En Gestion De Servicio Publico  (  Ip La Araucana )$I126S1C222J4V1$6019
1$11$Ingenieria En Redes Y Telecomunicaciones  (  Ip La Araucana )$I126S1C223J1V1$6020
1$11$Ingenieria En Redes Y Telecomunicaciones  (  Ip La Araucana )$I126S1C223J2V1$6021
1$11$Ingenieria En Redes Y Telecomunicaciones  (  Ip La Araucana )$I126S1C223J2V2$6022
1$13$Operaciones Mineras  (  Ip La Araucana )$I126S1C224J1V1$6023
1$13$Operaciones Mineras  (  Ip La Araucana )$I126S1C224J2V1$6024
1$14$Tecnico Psicosocial  (  Ip La Araucana )$I126S1C225J1V1$6025
1$14$Tecnico Psicosocial  (  Ip La Araucana )$I126S1C225J2V1$6026
1$12$Administracion De Ventas  (  Ip La Araucana )$I126S1C228J2V1$6027
1$12$Administracion Logistica  (  Ip La Araucana )$I126S1C229J1V1$6028
1$12$Administracion Logistica  (  Ip La Araucana )$I126S1C229J2V1$6029
1$9$Hoteleria Y Turismo  (  Ip La Araucana )$I126S1C235J1V1$6030
1$9$Hoteleria Y Turismo  (  Ip La Araucana )$I126S1C235J2V1$6031
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S1C23J1V1$6032
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S1C23J2V1$6033
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S1C23J3V1$6034
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S1C23J4V1$6035
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S1C24J1V1$6036
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S1C24J2V1$6037
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S1C24J3V1$6038
1$12$Administracion De Organizaciones De Salud  (  Ip La Araucana )$I126S1C256J4V1$6039
1$10$Asistente Tecnico Del Educador De Parvulo  (  Ip La Araucana )$I126S1C257J3V1$6040
1$12$Ingenieria En Gestion De Calidad  (  Ip La Araucana )$I126S1C258J2V1$6041
1$12$Administracion Industrial  (  Ip La Araucana )$I126S1C274J2V1$6042
1$13$Dibujo Tecnico Arquitectonico Y De Obras Civiles  (  Ip La Araucana )$I126S1C275J2V1$6043
1$10$Tecnico En Educacion Especial  (  Ip La Araucana )$I126S1C285J1V1$6044
1$10$Tecnico En Educacion Especial  (  Ip La Araucana )$I126S1C285J2V1$6045
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S1C286J1V1$6046
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S1C286J2V1$6047
1$10$Tecnico En Educacion Parvularia Y Educacion General Basica  (  Ip La Araucana )$I126S1C286J3V1$6048
1$14$Tecnico En Servicio Social  (  Ip La Araucana )$I126S1C287J2V1$6049
1$12$Ingenieria En Criminalistica  (  Ip La Araucana )$I126S1C28J1V1$6050
1$12$Ingenieria En Criminalistica  (  Ip La Araucana )$I126S1C28J2V1$6051
1$12$Ingenieria En Logistica  (  Ip La Araucana )$I126S1C299J1V1$6052
1$12$Ingenieria En Logistica  (  Ip La Araucana )$I126S1C299J2V1$6053
1$10$Psicopedagogia  (  Ip La Araucana )$I126S1C29J1V1$6054
1$10$Psicopedagogia  (  Ip La Araucana )$I126S1C29J2V1$6055
1$12$Comercio Exterior  (  Ip La Araucana )$I126S1C33J1V1$6056
1$12$Comercio Exterior  (  Ip La Araucana )$I126S1C33J2V1$6057
1$12$Ingenieria En Gestion De Empresas  (  Ip La Araucana )$I126S1C38J1V1$6058
1$12$Ingenieria En Gestion De Empresas  (  Ip La Araucana )$I126S1C38J2V1$6059
1$12$Ingenieria En Gestion De Empresas  (  Ip La Araucana )$I126S1C38J4V1$6060
1$12$Ingenieria En Gestion De Empresas  (  Ip La Araucana )$I126S1C38J4V2$6061
1$12$Administracion De Sistemas Logisticos  (  Ip La Araucana )$I126S1C43J2V1$6062
1$12$Ingenieria En Gestion De Recursos Humanos  (  Ip La Araucana )$I126S1C45J1V1$6063
1$12$Ingenieria En Gestion De Recursos Humanos  (  Ip La Araucana )$I126S1C45J2V1$6064
1$12$Ingenieria En Gestion De Recursos Humanos  (  Ip La Araucana )$I126S1C45J4V1$6065
1$12$Ingenieria En Gestion De Recursos Humanos  (  Ip La Araucana )$I126S1C45J4V2$6066
1$9$Ingenieria En Prevencion De Riesgos  (  Ip La Araucana )$I126S1C46J1V1$6067
1$9$Ingenieria En Prevencion De Riesgos  (  Ip La Araucana )$I126S1C46J2V1$6068
1$9$Ingenieria En Prevencion De Riesgos  (  Ip La Araucana )$I126S1C46J2V2$6069
1$11$Ingenieria En Computacion E Informatica  (  Ip La Araucana )$I126S1C47J1V1$6070
1$11$Ingenieria En Computacion E Informatica  (  Ip La Araucana )$I126S1C47J2V1$6071
1$11$Ingenieria En Computacion E Informatica  (  Ip La Araucana )$I126S1C47J2V2$6072
1$12$Produccion Y Gestion De Eventos  (  Ip La Araucana )$I126S1C50J1V1$6073
1$12$Produccion Y Gestion De Eventos  (  Ip La Araucana )$I126S1C50J2V1$6074
1$11$Computacion E Informatica  (  Ip La Araucana )$I126S1C54J1V1$6075
1$11$Computacion E Informatica  (  Ip La Araucana )$I126S1C54J2V1$6076
1$9$Prevencion De Riesgos  (  Ip La Araucana )$I126S1C55J1V1$6077
1$9$Prevencion De Riesgos  (  Ip La Araucana )$I126S1C55J2V1$6078
1$9$Tecnico En Prevencion De Riesgos  (  Ip La Araucana )$I126S1C55J4V2$6079
1$9$Ingenieria En Servicios Ecoturisticos  (  Ip La Araucana )$I126S1C56J1V1$6080
1$11$Ingenieria En Sistemas Multimedia E Internet  (  Ip La Araucana )$I126S1C57J1V1$6081
1$11$Ingenieria En Sistemas Multimedia E Internet  (  Ip La Araucana )$I126S1C57J2V1$6082
1$12$Relaciones Publicas Y Corporativas  (  Ip La Araucana )$I126S1C58J1V1$6083
1$12$Relaciones Publicas Y Corporativas  (  Ip La Araucana )$I126S1C58J2V1$6084
1$13$Ingenieria Industrial  (  Ip La Araucana )$I126S1C59J1V1$6085
1$13$Ingenieria Industrial  (  Ip La Araucana )$I126S1C59J2V1$6086
1$13$Ingenieria Industrial  (  Ip La Araucana )$I126S1C59J2V2$6087
1$12$Ingenieria En Comercio Internacional  (  Ip La Araucana )$I126S1C62J1V1$6088
1$12$Ingenieria En Comercio Internacional  (  Ip La Araucana )$I126S1C62J2V1$6089
1$12$Secretariado Bilingüe De Gestion Empresarial  (  Ip La Araucana )$I126S1C67J2V1$6090
1$12$Ingenieria En Gestion Financiera  (  Ip La Araucana )$I126S1C68J1V1$6091
1$12$Ingenieria En Gestion Financiera  (  Ip La Araucana )$I126S1C68J2V1$6092
1$12$Ingenieria En Gestion De Marketing  (  Ip La Araucana )$I126S1C69J1V1$6093
1$12$Ingenieria En Gestion De Marketing  (  Ip La Araucana )$I126S1C69J2V1$6094
1$12$Publicidad  (  Ip La Araucana )$I126S1C79J1V1$6095
1$12$Publicidad  (  Ip La Araucana )$I126S1C79J2V1$6096
1$12$Contabilidad General  (  Ip La Araucana )$I126S1C8J1V1$6097
1$12$Contabilidad General  (  Ip La Araucana )$I126S1C8J2V1$6098
1$14$Servicio Social  (  Ip La Araucana )$I126S2C10J1V1$6099
1$14$Servicio Social  (  Ip La Araucana )$I126S2C10J2V1$6100
1$10$Asistente De Educacion Diferencial  (  Ip La Araucana )$I126S2C129J2V1$6101
1$9$Prevencion De Riesgos  (  Ip La Araucana )$I126S2C138J1V1$6102
1$11$Administracion Y Soporte De Redes  (  Ip La Araucana )$I126S2C17J1V1$6103
1$9$Preparacion Fisica  (  Ip La Araucana )$I126S2C193J1V1$6104
1$12$Contador Auditor  (  Ip La Araucana )$I126S2C1J1V1$6105
1$12$Contador Auditor  (  Ip La Araucana )$I126S2C1J2V1$6106
1$13$Operaciones Mineras  (  Ip La Araucana )$I126S2C224J1V1$6107
1$13$Operaciones Mineras  (  Ip La Araucana )$I126S2C224J2V1$6108
1$14$Tecnico Psicosocial  (  Ip La Araucana )$I126S2C225J1V1$6109
1$14$Tecnico Psicosocial  (  Ip La Araucana )$I126S2C225J2V1$6110
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S2C23J1V1$6111
1$12$Administracion De Empresas  (  Ip La Araucana )$I126S2C23J2V1$6112
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S2C24J1V1$6113
1$10$Asistente De Educacion Parvularia Y Basica  (  Ip La Araucana )$I126S2C24J2V1$6114
